gemeente|data|titel|klasse 
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel met betrekking tot een gelimiteerde generieke achtervangovereenkomst voor stichting Woontij.  Het college van burgemeester en wethouders is voornemens een gelimiteerde generieke achtervangovereenkomst aan te gaan met het Waarborgfonds Sociale Woningbouw (WSW) met betrekking tot de (her)financiering van de leningen van de stichting Woontij. In de overeenkomst wordt geregeld dat de (her)financiering van de leningen van de stichting Woontij tot een bedrag van € 10 miljoen voor een periode van 1 april 2016 tot en met 31 maart 2019 door de gemeente worden geborgd. Hierbij wordt de voorwaarde gesteld dat de geldlening alleen mag worden aangewend voor (her)financiering van sociale woningbouw of maatschappelijk onroerend goed. De raad mag over het voorgenomen besluit van het college wensen en bedenkingen indienen. De commissie dient de raad hierover te adviseren. 5.  Voorstel tot vaststelling van de Visie op Planning en Control.  De Planning & Control-cyclus (kadernota, programmabegroting, tussenrapportage en jaarrekening) is toe aan modernisering. Het rapport ‘Evalueerbaarheid van beleid’ van de Rekenkamercommissie is hiervoor de directe aanleiding. Daarnaast is de noodzaak tot modernisering versterkt door wensen vanuit de raad, vernieuwingen in het Besluit Begroting en Verantwoording en het feit dat interne processen eenvoudiger en efficiënter kunnen. De Visie op Planning en Control geeft richting aan een aantal vernieuwingen waardoor de gemeenteraad beter zijn kaderstellende en controlerende taak kan vervullen. De commissie dient de raad te adviseren over het voorstel. 6.  Voorstel tot vaststelling van de Verordening tot eerste wijziging van de Legesverordening 2016.  In november 2015 is de Legesverordening 2016  door de gemeenteraad vastgesteld. Na deze vaststelling heeft de minister van Infrastructuur en Milieu de nieuwe maximumtarieven voor rijbewijzen voor het jaar 2016 vastgesteld. Ook is er een nieuwe Algemene Verordening Ondergrondse Infra vastgesteld waardoor de leges tarieven voor communicatie die gemeenten mogen rekenen gewijzigd zijn.  Deze nieuwe tarieven dienen in de gemeentelijke legesverordening en daarbij behorende tarieventabel te worden opgenomen en door de gemeenteraad opnieuw te worden vastgesteld. Daarnaast zijn een aantal tekstuele correcties in de wijziging meegenomen en een aanpassing van de betalingstermijn om dit zoveel mogelijk synchroon te laten lopen met de betalingstermijnen in de overige verordeningen. De commissie dient de raad over het voorstel te adviseren. 7.  Voorstel tot vaststellen van de Gedragscodes integriteit voor raadsleden, burgemeester en wethouders gemeente Den Helder 2016.  Bij brief van 9 maart 2015 hebben alle raden gewijzigde modelgedragscodes van het ministerie van Binnenlandse Zaken en Koninkrijksrelaties ontvangen. Op basis hiervan dienen de huidige gedragscodes te worden aangepast. De commissie dient de raad te adviseren over het voorstel hiertoe. 8.  Sluiting.  |Verslag 1. Opening en mededelingen.|Verslag
58c16744bb59056809b918fb|De Netwerkstad Twente heeft de bedrijventerreinvisie Netwerkstad uit 2010 herijkt en wordt nu aan de betrokken gemeentebesturen ter vaststelling voorgelegd. De belangrijkste conclusie uit de visie is dat de vraag en het aanbod passend zijn voor de lange termijn (tot 2040). Dit betekent ook dat er in Enschede geen terreinen uit de markt hoeven te worden gehaald zoals vorig jaar via de Stedelijke Koers was besloten. Nieuw in de herijking is het onderdeel strategisch programmeren op Netwerkstadniveau waarbij de gemeenten gezamenlijk het aanbod programmeren. De visie gaat verder in op de herstructurering en geeft een duidelijke uitvoeringsstrategie aan. Hierin spelen de gezamenlijke aanpak van onder meer acquisitie & promotie, bereikbaarheid en beheer van het aanbod een grote rol.    |5: Herijking Bedrijventerreinenvisie Netwerkstad 2013 |Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel met betrekking tot een gelimiteerde generieke achtervangovereenkomst voor stichting Woontij.  Het college van burgemeester en wethouders is voornemens een gelimiteerde generieke achtervangovereenkomst aan te gaan met het Waarborgfonds Sociale Woningbouw (WSW) met betrekking tot de (her)financiering van de leningen van de stichting Woontij. In de overeenkomst wordt geregeld dat de (her)financiering van de leningen van de stichting Woontij tot een bedrag van € 10 miljoen voor een periode van 1 april 2016 tot en met 31 maart 2019 door de gemeente worden geborgd. Hierbij wordt de voorwaarde gesteld dat de geldlening alleen mag worden aangewend voor (her)financiering van sociale woningbouw of maatschappelijk onroerend goed. De raad mag over het voorgenomen besluit van het college wensen en bedenkingen indienen. De commissie dient de raad hierover te adviseren. 5.  Voorstel tot vaststelling van de Visie op Planning en Control.  De Planning & Control-cyclus (kadernota, programmabegroting, tussenrapportage en jaarrekening) is toe aan modernisering. Het rapport ‘Evalueerbaarheid van beleid’ van de Rekenkamercommissie is hiervoor de directe aanleiding. Daarnaast is de noodzaak tot modernisering versterkt door wensen vanuit de raad, vernieuwingen in het Besluit Begroting en Verantwoording en het feit dat interne processen eenvoudiger en efficiënter kunnen. De Visie op Planning en Control geeft richting aan een aantal vernieuwingen waardoor de gemeenteraad beter zijn kaderstellende en controlerende taak kan vervullen. De commissie dient de raad te adviseren over het voorstel. 6.  Voorstel tot vaststelling van de Verordening tot eerste wijziging van de Legesverordening 2016.  In november 2015 is de Legesverordening 2016  door de gemeenteraad vastgesteld. Na deze vaststelling heeft de minister van Infrastructuur en Milieu de nieuwe maximumtarieven voor rijbewijzen voor het jaar 2016 vastgesteld. Ook is er een nieuwe Algemene Verordening Ondergrondse Infra vastgesteld waardoor de leges tarieven voor communicatie die gemeenten mogen rekenen gewijzigd zijn.  Deze nieuwe tarieven dienen in de gemeentelijke legesverordening en daarbij behorende tarieventabel te worden opgenomen en door de gemeenteraad opnieuw te worden vastgesteld. Daarnaast zijn een aantal tekstuele correcties in de wijziging meegenomen en een aanpassing van de betalingstermijn om dit zoveel mogelijk synchroon te laten lopen met de betalingstermijnen in de overige verordeningen. De commissie dient de raad over het voorstel te adviseren. 7.  Voorstel tot vaststellen van de Gedragscodes integriteit voor raadsleden, burgemeester en wethouders gemeente Den Helder 2016.  Bij brief van 9 maart 2015 hebben alle raden gewijzigde modelgedragscodes van het ministerie van Binnenlandse Zaken en Koninkrijksrelaties ontvangen. Op basis hiervan dienen de huidige gedragscodes te worden aangepast. De commissie dient de raad te adviseren over het voorstel hiertoe. 8.  Sluiting.  |Verslag 8. Sluiting.|Verslag
58c16744bb59056809b918fb|Op 6 maart > aangepast raadsvoorstel aan raad gestuurd|6: Realisatie-overeenkomst Oost Boswinkel, stuknummer 17132 |Agendapunt
gemeente-utrecht-utrecht-ut|Cie S&R KENN fase 2, urgenties blok 2|Cie S&R KENN fase 2, urgenties blok 2|Commissiebrieven S&R
gemeente-utrecht-utrecht-ut|Cie S&R: Visie op tunnels 2016|Cie S&R: Visie op tunnels 2016|Commissiebrieven S&R
gemeente-overbetuwe-overbetuwe-gld|(Rekenkamer)    1) Vaststellen agenda  2) Spreekrecht     Voorrondegriffier: Hemme  |10: Voorbereidende vergadering Rekenkamerrapport onderzoek juridische kwaliteit bestemmingsplannen |Agendapunt
gemeente-overbetuwe-overbetuwe-gld|De spreektijden tussen ( ) zijn richtlijnen  19.30-20.50 eerste termijn raad (max 10 minuten spreektijd per fractie)  20.50-21.00 pauze/schorsing  21.00-21.50 eerste termijn college (max 10 minuten spreektijd per portefeuillehouder)  21.50-22.00 pauze/schorsing  22.00-22.40 tweede termijn raad (max 5 minuten spreektijd per fractie)  22.40-23.05 tweede termijn college (max 5 minuten spreektijd per portefeuillehouder)  23.05-23.15 stemmingen  |5: Programmabegroting 2018|Agendapunt
voorronde-commissiekamer|(pfh Van Hoeven)    1) Vaststellen agenda  2) Spreekrecht    Voorrondevoorzitter: Beune  Voorrondegriffier: Claessen  |2: Voorbereidende vergadering Modulaire Gemeenschappelijke Regeling Sociaal Domein |Agendapunt
commissie-stad-en-ruimte|09.35-10.05 uur    Beleidsveld: Ruimtelijke Ordening    wethouder Jansen    Het ontwerpbestemmingsplan is een ‘paraplubestemmingsplan’ voor alle andere bestemmingsplannen en bevat uniforme algemene regels over bouwen en gebruik. Aanleiding voor dit bestemmingsplan geven twee onderwerpen die voor de gehele gemeente zouden moeten gelden: woonvormen en omzetten en de uitvoering van het gemeentelijk parkeerbeleid.|6: Vaststelling 'Bestemmingsplan Crisis- en herstelwet Algemene regels over bouwen en gebruik' en vaststelling 'Beheersverordening Algemene regels actualiseren' |Agendapunt
gemeente-overbetuwe-overbetuwe-gld|(pfh Van Asseldonk)    1) Vaststellen agenda  2) Spreekrecht     Voorrondegriffier:  Claessen  |4: Voorbereidende vergadering  Vaststellen delegatiebesluit gemeente Overbetuwe 2016 |Agendapunt
commissie-samenleving|<br>De voorzitter opent de vergadering en heet de aanwezigen welkom.|1: Opening|Agendapunt
58c16a1bbb59056809b91909|De agenda wordt besproken, waarbij de adviezen van de commissies worden gevolgd. Alle stukken zijn hamerstukken, behalve Ruimte voor ruimte regeling (wordt van de agenda gehaal) en Herijking welzijnsbeleid en Beheerverordening Grootslag (bespreekstukken).|5: Vaststellen van de voorlopige agenda voor de raadsvergadering d.d. 4 oktober 2012|Agendapunt
58c16a1bbb59056809b91909|De agenda wordt besproken, waarbij de adviezen van de commissies worden gevolgd. Alle stukken zijn hamerstukken, behalve Ruimte voor ruimte regeling (wordt van de agenda gehaal) en Herijking welzijnsbeleid en Beheerverordening Grootslag (bespreekstukken).|5: Vaststellen van de voorlopige agenda voor de raadsvergadering d.d. 4 oktober 2012|Agendapunt
58c16d1dbb59056809b91917|Aanmelden via angela@promotiezoetermeer.nl |Floravontuur Businessclub|Uitnodigingen
stedelijke-commissie|Gemeenten worden vanaf 2015 verantwoordelijk voor alle vormen van jeugdhulp. Een gedeelte van deze taken gaan gemeenten in Twente in regionaal verband organiseren. In Twente is eerder in de notitie 'Samenwerken aan Jeugdzorg in Twente' uitgewerkt welke jeugdhulptaken de 14 samenwerkende Twentse gemeenten (Samen 14) gezamenlijk op willen pakken en in welke mate van samenwerking. De Twentse gemeenteraden wordt voorgesteld de regionale taken op het gebied van jeugdhulp te beleggen in een eigenstandige organisatie voor de Zorg en Jeugdhulp in Twente (werktitel) met een aparte bestuurscommissie. Deze zal binnen Regio Twente gefaciliteerd worden. Na instemming door de gemeenteraden gaat Samen 14 onder leiding van een kwartiermaker verder met de uitwerking van de inrichting van de regionale organisatie die uiterlijk 1 januari 2015 gereed moet zijn.|5: Positionering regionale jeugdhulptaken in Twente |Agendapunt
58c16d1dbb59056809b91917|Op 12 april 2017 van 18.00 - 19.30 uur in de Wijkpost Rokkeveen, Nathaliegang 79.  Aanmelden uiterlijk 6 april 2017 via email naar projectenpmv@zoetermeer.nl of telefonisch via 14 079.|College B&W|Uitnodigingen
stedelijke-commissie|Aangemeld door dhr. Kort (GroenLinks):  Opvallend is dat de werkloosheid in omringende gemeenten een stuk lager ligt dan in Enschede. GroenLinks wil op basis van deze monitor de mogelijkheden bespreken om dit verschil in te lopen.  Aangemeld door mevr. Klerk (PvdA):  Dit onderwerp wordt op verzoek van de PvdA alsnog actief geagendeerd omdat de betreffende brief door omstandigheden in september vorig jaar (verlate behandeling Keuzenota) nooit is aangemeld voor bespreking.|77.5: KAMER 77: Enschedese Arbeidsmarktaanpak |Agendapunt
stedelijke-commissie|De legesverordening 2014 moet op 9 maart worden gewijzigd in verband met de nieuwe Paspoortwet. De meeste tarieven stijgen, maar daar staat tegenover dat een paspoort 10 jaar geldig is in plaats van 5 jaar.|99.4: 2e wijziging Legesverordening 2014 |Agendapunt
commissie-mens-en-samenleving|10.30-11.00 uur.  Beleidsveld: Jeugd en jeugdzorg - wethouder Everhardt    De Jeugdwet bepaalt dat de raad in een verordening richtinggevende kaders voor het uitvoeren van de wet vastlegt. Het is gebruikelijk om na enige tijd uitvoering te geven aan de verordening, te bezien of aanpassingen nodig zijn. De nu voorliggende Verordening Jeugdhulp 2018 bestaat uit voornamelijk tekstuele, technische en verduidelijkende aanpassingen, waardoor deze beter bij de bestaande praktijk aansluit.   Met dit raadsvoorstel wordt de raad gevraagd de Verordening Jeugdhulp 2018 vast te stellen.  Met het raadsvoorstel is het collegevoorstel Nadere regels jeugdhulp 2018 en het Financieel besluit jeugdhulp 2018 meegezonden. Dit zijn collegevoorstellen. De raad hoeft hierover geen besluit te nemen.|6: Raadsvoorstel Verordening Jeugdhulp 2018 gemeente Utrecht en collegevoorstel nadere regels en financieel besluit Jeugdhulp 2018 gemeente Utrecht |Agendapunt
stedelijke-commissie|1.	Maatregelverordening Participatiewet gemeente Enschede 2015  2.	Verordening individuele inkomenstoeslag gemeente Enschede 2015  3.	Verordening individuele studietoeslag gemeente Enschede 2015  4.	Re-integratieverordening Participatiewet gemeente Enschede 2015  5.	Verordening loonkostensubsidie gemeente Enschede 2015  6.	Verordening tegenprestatie Participatiewet gemeente Enschede  2015  7.	Verordening cliëntenparticipatie gemeente Enschede 2015  |5: Verordeningen Participatiewet|Agendapunt
commissie-stad-en-ruimte|Vanuit de fracties van  de SP, PvdA en GroenLinks is verzocht agendapunt 10  SV 2017, nr. 77 inzake Verkoop van Stadsherstel door te schuiven naar de agenda van 18 januari 2018 . De commissie besluit bij aanvang van het middagdeel van de vergadering of de bespreking van dit punt wordt doorgeschoven.|2: Vaststellen agenda en inventarisatie te bespreken agendapunten|Agendapunt
58c16744bb59056809b918fb|1.	Besluiten tot het aangaan van de verkoopovereenkomst transformatorgebouw aan de Blijdensteinlaan aan de Stichting Industrieel Erfgoed Enschede.  2.	Het afdelingshoofd Makelaardij en Juridische Zaken te machtigen namens het college wijzigingen in de verkoopovereenkomst tussen de Gemeente Enschede en Stichting industrieel erfgoed Enschede aan te brengen, voor zover deze de essentie van de overeenkomst niet wijzigt.|0: verkoopovereenkomst transformatorgebouw Blijdensteinlaan|Agendapunt
58c16a1bbb59056809b91909|De voorzitter sluit de vergadering om 22.55 uur.<br><br>Aldus vastgesteld in de openbare vergadering van de raad van de gemeente Medemblik gehouden op 28 april 2011,<br><br>De griffier,                                         de voorzitter,|16: Sluiting|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededeling.   2.  Vaststelling agenda.   3.  Vaststelling vergaderverslag 1 augustus 2016.  Het verslag van 1 augustus 2016 wordt ter vaststelling aangeboden. 4.  Voorstel projectaanpak renovatie stadhuis, periode augustus - november 2016.  Het college van burgemeester en wethouders biedt de commissie de planning voor de komende maanden ter bespreking aan. 5.  Werkbezoeken/excursies.  Voor de beeldvorming in het proces om te komen tot een adequate renovatie van het stadhuis is het van belang voorbeeldsituaties op locatie te bekijken. Bezien dient te worden hoe hieraan het best invulling kan worden gegeven. 6.  Volgende vergadering.  De commissie dient de datum en tijd van haar volgende vergadering vast te stellen. 7.  Rondvraag.   8.  Raadsvoorstel/-besluit Renovatieproces stadhuis.  Het voorstel vloeit voort uit de commissievergadering van 1 augustus 2016 en wordt thans ter kennis van de commissie gebracht. De besluitvorming met betrekking tot het voorstel vindt plaats in de raadsvergadering van 12 september 2016 door tussenkomst van de commissie Bestuur en Middelen van 29 augustus 2016. 9.  Sluiting.  |Verslag 4. Voorstel projectaanpak renovatie stadhuis, periode augustus - november 2016.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededeling.   2.  Vaststelling agenda.   3.  Vaststelling vergaderverslag 1 augustus 2016.  Het verslag van 1 augustus 2016 wordt ter vaststelling aangeboden. 4.  Voorstel projectaanpak renovatie stadhuis, periode augustus - november 2016.  Het college van burgemeester en wethouders biedt de commissie de planning voor de komende maanden ter bespreking aan. 5.  Werkbezoeken/excursies.  Voor de beeldvorming in het proces om te komen tot een adequate renovatie van het stadhuis is het van belang voorbeeldsituaties op locatie te bekijken. Bezien dient te worden hoe hieraan het best invulling kan worden gegeven. 6.  Volgende vergadering.  De commissie dient de datum en tijd van haar volgende vergadering vast te stellen. 7.  Rondvraag.   8.  Raadsvoorstel/-besluit Renovatieproces stadhuis.  Het voorstel vloeit voort uit de commissievergadering van 1 augustus 2016 en wordt thans ter kennis van de commissie gebracht. De besluitvorming met betrekking tot het voorstel vindt plaats in de raadsvergadering van 12 september 2016 door tussenkomst van de commissie Bestuur en Middelen van 29 augustus 2016. 9.  Sluiting.  |Verslag 8. Raadsvoorstel/-besluit Renovatieproces stadhuis.|Verslag
